"Title, Author (Publisher)",Year,Category,Winner
"Exodus from the Long Sun, Gene Wolfe (Hodder & Stoughton; Tor)",1996,Science Fiction,
"Voyage, Stephen Baxter (HarperCollins Voyager; HarperPrism)",1996,Science Fiction,
"Beggars Ride, Nancy Kress (Tor)",1996,Science Fiction,
"Excession, Iain M. Banks (Orbit; Bantam Spectra)",1996,Science Fiction,
"The Ringworld Throne, Larry Niven (Ballantine Del Rey)",1996,Science Fiction,
"Children of the Mind, Orson Scott Card (Tor)",1996,Science Fiction,
"Otherland: City of Golden Shadow, Tad Williams (DAW)",1996,Science Fiction,
"Dreamfall, Joan D. Vinge (Warner Aspect)",1996,Science Fiction,
"Remnant Population, Elizabeth Moon (Baen)",1996,Science Fiction,
"Distress, Greg Egan (Millennium)",1996,Science Fiction,
"Pirates of the Universe, Terry Bisson (Tor)",1996,Science Fiction,
"River of Dust, Alexander Jablokov (Morrow AvoNova)",1996,Science Fiction,
"Night Sky Mine, Melissa Scott (Tor)",1996,Science Fiction,
"The Other End of Time, Frederik Pohl (Tor)",1996,Science Fiction,
"Gibbon's Decline and Fall, Sheri S. Tepper (Bantam Spectra)",1996,Science Fiction,
"The Tranquillity Alternative, Allen Steele (Ace)",1996,Science Fiction,
"Oaths and Miracles, Nancy Kress (Tor)",1996,Science Fiction,
"Infinity's Shore, David Brin (Bantam Spectra)",1996,Science Fiction,
"A Game of Thrones, George R. R. Martin (HarperCollins Voyager; Bantam Spectra)",1996,Fantasy,TRUE
"Lunatics, Bradley Denton (St. Martin's)",1996,Fantasy,
"Winter Rose, Patricia A. McKillip (Ace)",1996,Fantasy,
"Blameless in Abaddon, James Morrow (Harcourt Brace)",1996,Fantasy,
"Royal Assassin, Robin Hobb (HarperCollins Voyager; Bantam Spectra)",1996,Fantasy,
"A Crown of Swords, Robert Jordan (Tor)",1996,Fantasy,
"Feet of Clay, Terry Pratchett (Gollancz)",1996,Fantasy,
"Nadya: The Wolf Chronicles, Pat Murphy (Tor)",1996,Fantasy,
"The Prestige, Christopher Priest (Simon & Schuster UK/Touchstone; St. Martin's)",1996,Fantasy,
"The Wood Wife, Terri Windling (Tor)",1996,Fantasy,
"One for the Morning Glory, John Barnes (Tor)",1996,Fantasy,
"Walking the Labyrinth, Lisa Goldstein (Tor)",1996,Fantasy,
"Ancient Echoes, Robert Holdstock (HarperCollins Voyager; Roc)",1996,Fantasy,
"Clouds End, Sean Stewart (Ace)",1996,Fantasy,
"The Golden Compass (UK title: Northern Lights), Philip Pullman (Knopf; Scholastic UK 1995)",1996,Fantasy,
"Mother of Winter, Barbara Hambly (Ballantine Del Rey)",1996,Fantasy,
"Fair Peril, Nancy Springer (Avon)",1996,Fantasy,
"Blood of the Fold, Terry Goodkind (Tor)",1996,Fantasy,
"Firebird, Mercedes Lackey (Baen)",1996,Fantasy,
"The Golden Key, Melanie Rawn, Jennifer Roberson & Kate Elliott (DAW)",1996,Fantasy,
"The Dragon and the Unicorn, A. A. Attanasio (Hodder & Stoughton; HarperPrism)",1996,Fantasy,
"Sea Without a Shore, Sean Russell (DAW)",1996,Fantasy,
"Reclamation, Sarah Zettel (Warner Aspect)",1996,First Novel,TRUE
"Whiteout, Sage Walker (Tor)",1996,First Novel,TRUE
"The Waterborn, J. Gregory Keyes (Ballantine Del Rey)",1996,First Novel,
"The Fortunate Fall, Raphael Carter (Tor)",1996,First Novel,
"Celestial Matters, Richard Garfinkle (Tor)",1996,First Novel,
"Looking for the Mahdi, N. Lee Wood (Ace)",1996,First Novel,
"Luck in the Shadows, Lynn Flewelling (Bantam Spectra)",1996,First Novel,
"Mordred's Curse, Ian McDowell (AvoNova)",1996,First Novel,
"Mainline, Deborah Christian (Tor)",1996,First Novel,
"Wind from a Foreign Sky, Katya Reimann (Tor)",1996,First Novel,
"Shade and Shadow, Francine G. Woodbury (Ballantine Del Rey)",1996,First Novel,
"The Sparrow, Mary Doria Russell (Villard)",1996,First Novel,
"Mage Heart, Jane Routley (Morrow AvoNova)",1996,First Novel,
"Commencement, Roby James (Ballantine Del Rey)",1996,First Novel,
"First Dawn, Mike Moscoe (Ace)",1996,First Novel,
"The Diamond Age, Neal Stephenson (Bantam Spectra)",1995,Science Fiction,TRUE
"Brightness Reef, David Brin (Bantam Spectra)",1995,Science Fiction,
"Invader, C. J. Cherryh (DAW)",1995,Science Fiction,
"Legacy, Greg Bear (Tor)",1995,Science Fiction,
"The Time Ships, Stephen Baxter (HarperCollins UK; HarperPrism)",1995,Science Fiction,
"Sailing Bright Eternity, Gregory Benford (Gollancz; Bantam Spectra)",1995,Science Fiction,
"Chaga (US title: Evolution's Shore), Ian McDonald (Gollancz; Bantam Spectra)",1995,Science Fiction,
"Metropolitan, Walter Jon Williams (HarperPrism)",1995,Science Fiction,
"Worldwar: Tilting the Balance, Harry Turtledove (Ballantine Del Rey)",1995,Science Fiction,
"Slow River, Nicola Griffith (Ballantine Del Rey)",1995,Science Fiction,
"Amnesia Moon, Jonathan Lethem (Harcourt Brace)",1995,Science Fiction,
"Kaleidoscope Century, John Barnes (Tor)",1995,Science Fiction,
"Fairyland, Paul J. McAuley (Gollancz)",1995,Science Fiction,
"The Ganymede Club, Charles Sheffield (Tor)",1995,Science Fiction,
"The Killing Star, Charles Pellegrino & George Zebrowski (Morrow AvoNova)",1995,Science Fiction,
"Gaia's Toys, Rebecca Ore (Tor)",1995,Science Fiction,
"The Stone Garden, Mary Rosenblum (Ballantine Del Rey)",1995,Science Fiction,
"Testament, Valerie J. Freireich (Roc)",1995,Science Fiction,
"The Golden Nineties, Lisa Mason (Bantam Spectra)",1995,Science Fiction,
"Shadow Man, Melissa Scott (Tor)",1995,Science Fiction,
"The Terminal Experiment, Robert J. Sawyer (HarperPrism)",1995,Science Fiction,
"An Exaltation of Larks, Robert Reed (Tor)",1995,Science Fiction,
"Alvin Journeyman, Orson Scott Card (Tor)",1995,Fantasy,TRUE
"Waking the Moon (revised), Elizabeth Hand (HarperPrism)",1995,Fantasy,
"Fortress in the Eye of Time, C. J. Cherryh (HarperPrism)",1995,Fantasy,
"The Lions of Al-Rassan, Guy Gavriel Kay (Viking Canada; HarperPrism)",1995,Fantasy,
"Resurrection Man, Sean Stewart (Ace)",1995,Fantasy,
"The Silent Strength of Stones, Nina Kiriki Hoffman (AvoNova)",1995,Fantasy,
"The Book of Atrix Wolfe, Patricia A. McKillip (Ace)",1995,Fantasy,
"Blood, Michael Moorcock (Millennium; Morrow AvoNova)",1995,Fantasy,
"Storm Rising, Mercedes Lackey (DAW)",1995,Fantasy,
"City of Bones, Martha Wells (Tor)",1995,Fantasy,
"Crown of Shadows, C. S. Friedman (DAW)",1995,Fantasy,
"Maskerade, Terry Pratchett (Gollancz)",1995,Fantasy,
"Zod Wallop, William Browning Spencer (St. Martin's)",1995,Fantasy,
"Assassin's Apprentice, Robin Hobb (Bantam Spectra)",1995,Fantasy,
"Stone of Tears, Terry Goodkind (Millennium; Tor)",1995,Fantasy,
"The Tower of Beowulf, Parke Godwin (Morrow)",1995,Fantasy,
"A Sorcerer and a Gentleman, Elizabeth Willey (Tor)",1995,Fantasy,
"World Without End, Sean Russell (DAW)",1995,Fantasy,
"Harp of Winds, Maggie Furey (Legend; Bantam Spectra)",1995,Fantasy,
"The Bohr Maker, Linda Nagata (Bantam Spectra)",1995,First Novel,TRUE
"The Shape-Changer's Wife, Sharon Shinn (Ace)",1995,First Novel,
"Lethe, Tricia Sullivan (Gollancz; Bantam Spectra)",1995,First Novel,
"Dead Girls, Richard Calder (HarperCollins UK; St. Martin's)",1995,First Novel,
"Door Number Three, Patrick O'Leary (Tor)",1995,First Novel,
"The Baker's Boy, J. V. Jones (Warner Aspect)",1995,First Novel,
"Quasar, Jamil Nasir (Bantam Spectra)",1995,First Novel,
"Humility Garden, Felicity Savage (Roc)",1995,First Novel,
"Genellan: Planetfall, Scott G. Gier (Ballantine Del Rey)",1995,First Novel,
"Primary Inversion, Catherine Asaro (Tor)",1995,First Novel,
"Legacies, Alison Sinclair (Millennium)",1995,First Novel,
"The Printer's Devil, Chico Kidd (Baen)",1995,First Novel,
"Mirror Dance, Lois McMaster Bujold (Baen)",1994,Science Fiction,TRUE
"Parable of the Sower, Octavia E. Butler (Four Walls Eight Windows)",1994,Science Fiction,
"Foreigner, C. J. Cherryh (DAW)",1994,Science Fiction,
"Mother of Storms, John Barnes (Tor)",1994,Science Fiction,
"Beggars and Choosers, Nancy Kress (Tor)",1994,Science Fiction,
"Heavy Weather, Bruce Sterling (Bantam Spectra)",1994,Science Fiction,
"Worldwar: In the Balance, Harry Turtledove (Ballantine Del Rey)",1994,Science Fiction,
"Rama Revealed, Arthur C. Clarke & Gentry Lee (Gollancz; Bantam Spectra)",1994,Science Fiction,
"Caldé of the Long Sun, Gene Wolfe (Tor)",1994,Science Fiction,
"The Dolphins of Pern, Anne McCaffrey (Ballantine Del Rey)",1994,Science Fiction,
"The Engines of God, Jack McDevitt (Ace)",1994,Science Fiction,
"Furious Gulf, Gregory Benford (Bantam Spectra)",1994,Science Fiction,
"The Stars Are Also Fire, Poul Anderson (Tor)",1994,Science Fiction,
"Shadow's End, Sheri S. Tepper (Bantam Spectra)",1994,Science Fiction,
"Summer of Love, Lisa Mason (Bantam Spectra)",1994,Science Fiction,
"Necroville (US title: Terminal Café), Ian McDonald (Gollancz; Bantam Spectra)",1994,Science Fiction,
"Tripoint, C. J. Cherryh (Warner Aspect)",1994,Science Fiction,
"The Voices of Heaven, Frederik Pohl (Tor)",1994,Science Fiction,
"Feersum Endjinn, Iain M. Banks (Orbit; Bantam Spectra)",1994,Science Fiction,
"Half the Day is Night, Maureen F. McHugh (Tor)",1994,Science Fiction,
"Ring, Stephen Baxter (HarperCollins UK)",1994,Science Fiction,
"Permutation City, Greg Egan (Millennium)",1994,Science Fiction,
"Genetic Soldier, George Turner (Morrow AvoNova)",1994,Science Fiction,
"Climbing Olympus, Kevin J. Anderson (Warner Aspect)",1994,Science Fiction,
"Random Acts of Senseless Violence, Jack Womack (HarperCollins UK; Atlantic Monthly)",1994,Science Fiction,
"Wildlife, James Patrick Kelly (Tor)",1994,Science Fiction,
"End of an Era, Robert J. Sawyer (Ace)",1994,Science Fiction,
"Solis, A. A. Attanasio (HarperCollins)",1994,Science Fiction,
"Pasquale's Angel, Paul J. McAuley (Gollancz; Morrow AvoNova)",1994,Science Fiction,
"Mysterium, Robert Charles Wilson (Bantam Spectra)",1994,Science Fiction,
"The Jericho Iteration, Allen Steele (Ace)",1994,Science Fiction,
"Brittle Innings, Michael Bishop (Bantam)",1994,Fantasy,TRUE
"Towing Jehovah, James Morrow (Harcourt Brace)",1994,Fantasy,
"Lord of Chaos, Robert Jordan (Tor)",1994,Fantasy,
"Finder, Emma Bull (Tor)",1994,Fantasy,
"Memory & Dream, Charles de Lint (Tor)",1994,Fantasy,
"Love & Sleep, John Crowley (Bantam)",1994,Fantasy,
"Five Hundred Years After, Steven Brust (Tor)",1994,Fantasy,
"Storm Warning, Mercedes Lackey (DAW)",1994,Fantasy,
"Larque on the Wing, Nancy Springer (Morrow AvoNova)",1994,Fantasy,
"Summer King, Winter Fool, Lisa Goldstein (Tor)",1994,Fantasy,
"Merlin's Wood, Robert Holdstock (HarperCollins UK)",1994,Fantasy,
"A College of Magics, Caroline Stevermer (Tor)",1994,Fantasy,
"The Warrior's Tale, Allan Cole & Chris Bunch (Legend; Ballantine Del Rey)",1994,Fantasy,
"The Forest House, Marion Zimmer Bradley (Michael Joseph; Viking)",1994,Fantasy,
"Slow Funeral, Rebecca Ore (Tor)",1994,Fantasy,
"Shadow of a Dark Queen, Raymond E. Feist (HarperCollins UK; Morrow)",1994,Fantasy,
"Temporary Agency, Rachel Pollack (Orbit; St. Martin's)",1994,Fantasy,
"Rhinegold, Stephan Grundy (Michael Joseph; Bantam)",1994,Fantasy,
"The Dubious Hills, Pamela Dean (Tor)",1994,Fantasy,
"Exiles 1: The Ruins of Ambrai, Melanie Rawn (DAW)",1994,Fantasy,
"Gun, With Occasional Music, Jonathan Lethem (Harcourt Brace)",1994,First Novel,TRUE
"Queen City Jazz, Kathleen Ann Goonan (Tor)",1994,First Novel,
"Rhinegold, Stephan Grundy (Michael Joseph; Bantam)",1994,First Novel,
"Witch and Wombat, Carolyn Cushman (Warner Questar)",1994,First Novel,
"Vurt, Jeff Noon (Ringpull; Crown)",1994,First Novel,
"Midshipman's Hope, David Feintuch (Warner Aspect)",1994,First Novel,
"Wizard's First Rule, Terry Goodkind (Millennium; Tor)",1994,First Novel,
"Aurian, Maggie Furey (Legend; Bantam Spectra)",1994,First Novel,
"Love Bite, Sherry Gottlieb (Warner)",1994,First Novel,
"The Woman Between the Worlds, F. Gwynplaine MacIntyre (Dell)",1994,First Novel,
"Brother to Dragons, Companion to Owls, Jane Lindskold (AvoNova)",1994,First Novel,
"Becoming Human, Valerie J. Freireich (Roc)",1994,First Novel,
"Mistwalker, Denise Lopes Heald (Ballantine Del Rey)",1994,First Novel,
"Aggressor Six, Wil McCarthy (Roc)",1994,First Novel,
"This Side of Judgment, J. R. Dunn (Harcourt Brace)",1994,First Novel,
"The Imperium Game, K. D. Wentworth (Ballantine Del Rey)",1994,First Novel,
"Changing Fate, Elisabeth Waters (DAW)",1994,First Novel,
"Green Mars, Kim Stanley Robinson (HarperCollins UK; Bantam Spectra)",1993,Science Fiction,TRUE
"Moving Mars, Greg Bear (Tor)",1993,Science Fiction,
"Beggars in Spain, Nancy Kress (Morrow AvoNova)",1993,Science Fiction,
"Virtual Light, William Gibson (Bantam Spectra)",1993,Science Fiction,
"Glory Season, David Brin (Orbit; Bantam Spectra)",1993,Science Fiction,
"Hard Landing, Algis Budrys (F&SF Oct/Nov 1992; Warner Questar)",1993,Science Fiction,
"The Call of Earth, Orson Scott Card (Tor)",1993,Science Fiction,
"A Plague of Angels, Sheri S. Tepper (Bantam Spectra)",1993,Science Fiction,
"Harvest of Stars, Poul Anderson (Tor)",1993,Science Fiction,
"Against a Dark Background, Iain M. Banks (Orbit; Bantam Spectra)",1993,Science Fiction,
"The Hammer of God, Arthur C. Clarke (Bantam Spectra)",1993,Science Fiction,
"Ring of Swords, Eleanor Arnason (Tor)",1993,Science Fiction,
"Powers That Be, Anne McCaffrey & Elizabeth Ann Scarborough (Ballantine Del Rey)",1993,Science Fiction,
"The Broken God, David Zindell (HarperCollins UK; Bantam Spectra)",1993,Science Fiction,
"Growing Up Weightless, John M. Ford (Bantam Spectra)",1993,Science Fiction,
"Brother Termite, Patricia Anthony (Harcourt Brace)",1993,Science Fiction,
"Godspeed, Charles Sheffield (Tor)",1993,Science Fiction,
"Elvissey, Jack Womack (Tor)",1993,Science Fiction,
"Vanishing Point, Michaela Roessner (Tor)",1993,Science Fiction,
"Chimera, Mary Rosenblum (Ballantine Del Rey)",1993,Science Fiction,
"Red Dust, Paul J. McAuley (Gollancz)",1993,Science Fiction,
"The Gripping Hand, Larry Niven & Jerry Pournelle (Pocket)",1993,Science Fiction,
"Nightside the Long Sun, Gene Wolfe (Tor)",1993,Science Fiction,
"Timelike Infinity, Stephen Baxter (HarperCollins UK)",1993,Science Fiction,
"Assemblers of Infinity, Kevin J. Anderson & Doug Beason (Bantam Spectra)",1993,Science Fiction,
"The Innkeeper's Song, Peter S. Beagle (Roc)",1993,Fantasy,TRUE
"The Iron Dragon's Daughter, Michael Swanwick (Millennium; Morrow AvoNova)",1993,Fantasy,
"To Green Angel Tower, Tad Williams (DAW)",1993,Fantasy,
"The Thread That Binds the Bones, Nina Kiriki Hoffman (AvoNova)",1993,Fantasy,
"Strange Devices of the Sun and Moon, Lisa Goldstein (Tor)",1993,Fantasy,
"The Fires of Heaven, Robert Jordan (Tor)",1993,Fantasy,
"Deerskin, Robin McKinley (Ace)",1993,Fantasy,
"Dog Wizard, Barbara Hambly (Ballantine Del Rey)",1993,Fantasy,
"Lord of the Two Lands, Judith Tarr (Tor)",1993,Fantasy,
"The Hollowing, Robert Holdstock (HarperCollins UK)",1993,Fantasy,
"Faery in Shadow, C. J. Cherryh (Legend; Science Fiction Book Club)",1993,Fantasy,
"The Porcelain Dove, Delia Sherman (Dutton)",1993,Fantasy,
"Winter of the Wolf (US title: The Belly of the Wolf), R. A. MacAvoy (Headline; Morrow)",1993,Fantasy,
"The Far Kingdoms, Allan Cole & Chris Bunch (Ballantine Del Rey)",1993,Fantasy,
"The Cygnet and the Firebird, Patricia A. McKillip (Ace)",1993,Fantasy,
"The Wizard's Apprentice, S. P. Somtow (Atheneum)",1993,Fantasy,
"Bones of the Past, Holly Lisle (Baen)",1993,Fantasy,
"Dragon Star Book III: Skybowl, Melanie Rawn (DAW)",1993,Fantasy,
"The Robin & the Kestrel, Mercedes Lackey (Baen)",1993,Fantasy,
"Cold Allies, Patricia Anthony (Harcourt Brace Jovanovich)",1993,First Novel,TRUE
"Ammonite, Nicola Griffith (Ballantine Del Rey)",1993,First Novel,
"The Drylands, Mary Rosenblum (Ballantine Del Rey)",1993,First Novel,
"CrashCourse, Wilhelmina Baird (Ace)",1993,First Novel,
"Virtual Girl, Amy Thomson (Ace)",1993,First Novel,
"Mutagenesis, Helen Collins (Tor)",1993,First Novel,
"Warpath, Tony Daniel (Tor)",1993,First Novel,
"Flying to Valhalla, Charles Pellegrino (Morrow AvoNova)",1993,First Novel,
"The Rising of the Moon, Flynn Connolly (Ballantine Del Rey)",1993,First Novel,
"Passion Play, Sean Stewart (Beach Holme/Tesseract; Ace)",1993,First Novel,
"The Devil You Say, Elisa DeCarlo (AvoNova)",1993,First Novel,
"The Element of Fire, Martha Wells (Tor)",1993,First Novel,
"Forests of the Night, S. Andrew Swann (DAW)",1993,First Novel,
"The Well-Favored Man, Elizabeth Willey (Tor)",1993,First Novel,
"Afterage, Yvonne Navarro (Bantam)",1993,First Novel,
"Doomsday Book, Connie Willis (Bantam Spectra)",1992,Science Fiction,TRUE
"Red Mars, Kim Stanley Robinson (HarperCollins UK; Bantam Spectra)",1992,Science Fiction,
"The Hollow Man, Dan Simmons (Bantam Spectra)",1992,Science Fiction,
"A Fire Upon the Deep, Vernor Vinge (Tor)",1992,Science Fiction,
"Steel Beach, John Varley (Ace/Putnam)",1992,Science Fiction,
"Anvil of Stars, Greg Bear (Legend; Warner Questar)",1992,Science Fiction,
"Chanur's Legacy, C. J. Cherryh (DAW)",1992,Science Fiction,
"Mars, Ben Bova (Bantam Spectra)",1992,Science Fiction,
"The Memory of Earth, Orson Scott Card (Tor)",1992,Science Fiction,
"Snow Crash, Neal Stephenson (Bantam Spectra)",1992,Science Fiction,
"Worlds Enough and Time, Joe Haldeman (Morrow)",1992,Science Fiction,
"Crystal Line, Anne McCaffrey (Bantam UK; Ballantine Del Rey)",1992,Science Fiction,
"Count Geiger's Blues, Michael Bishop (Tor)",1992,Science Fiction,
"Hellburner, C. J. Cherryh (Warner Questar)",1992,Science Fiction,
"Sideshow, Sheri S. Tepper (Bantam Spectra)",1992,Science Fiction,
"Aristoi, Walter Jon Williams (Tor)",1992,Science Fiction,
"Labyrinth of Night, Allen Steele (Legend; Ace)",1992,Science Fiction,
"Mining the Oort, Frederik Pohl (Ballantine Del Rey)",1992,Science Fiction,
"Lord Kelvin's Machine, James P. Blaylock (Arkham House)",1992,Science Fiction,
"Hearts, Hands and Voices (US title: The Broken Land), Ian McDonald (Gollancz; Bantam Spectra)",1992,Science Fiction,
"A Million Open Doors, John Barnes (Tor)",1992,Science Fiction,
"Jaran, Kate Elliott (DAW)",1992,Science Fiction,
"Glass Houses, Laura J. Mixon (Tor)",1992,Science Fiction,
"China Mountain Zhang, Maureen F. McHugh (Tor)",1992,Science Fiction,
"A Deeper Sea, Alexander Jablokov (Morrow AvoNova)",1992,Science Fiction,
"Alien Earth, Megan Lindholm (Bantam Spectra)",1992,Science Fiction,
"Æstival Tide, Elizabeth Hand (Bantam Spectra)",1992,Science Fiction,
"Last Call, Tim Powers (Morrow)",1992,Fantasy,TRUE
"The Spirit Ring, Lois McMaster Bujold (Baen)",1992,Fantasy,
"Briar Rose, Jane Yolen (Tor)",1992,Fantasy,
"A Song for Arbonne, Guy Gavriel Kay (Viking Canada; Crown)",1992,Fantasy,
"Was, Geoff Ryman (HarperCollins UK; Knopf)",1992,Fantasy,
"Winds of Change, Mercedes Lackey (DAW)",1992,Fantasy,
"The Magicians of Night (UK title: Magicians of the Night), Barbara Hambly (Ballantine Del Rey; HarperCollins UK)",1992,Fantasy,
"The Shadow Rising, Robert Jordan (Tor)",1992,Fantasy,
"Domes of Fire, David Eddings (HarperCollins UK; Ballantine Del Rey)",1992,Fantasy,
"Small Gods, Terry Pratchett (Gollancz)",1992,Fantasy,
"Last Refuge, Elizabeth Ann Scarborough (Bantam Spectra)",1992,Fantasy,
"The Cutting Edge, Dave Duncan (Ballantine Del Rey)",1992,Fantasy,
"A Sudden Wild Magic, Diana Wynne Jones (Morrow AvoNova)",1992,Fantasy,
"The Gypsy, Steven Brust & Megan Lindholm (Tor)",1992,Fantasy,
"Forest of the Night, S. P. Somtow (AvoNova)",1992,Fantasy,
"Flying in Place, Susan Palwick (Tor)",1992,Fantasy,
"China Mountain Zhang, Maureen F. McHugh (Tor)",1992,First Novel,TRUE
"Jumper, Steven Gould (Tor)",1992,First Novel,
"Lost Souls, Poppy Z. Brite (Delacorte Abyss)",1992,First Novel,
"Flying in Place, Susan Palwick (Tor)",1992,First Novel,
"Fatherland, Robert Harris (Hutchinson; Viking)",1992,First Novel,
"Fire in the Mist, Holly Lisle (Baen)",1992,First Novel,
"The Mountain Made of Light, Edward Meyers (Roc)",1992,First Novel,
"Sheltered Lives, Charles Oberndorf (Bantam Spectra)",1992,First Novel,
"The Meri, Maya Kaathryn Bohnhoff (Baen)",1992,First Novel,
"Barrayar, Lois McMaster Bujold (Baen)",1991,Science Fiction,TRUE
"Xenocide, Orson Scott Card (Tor)",1991,Science Fiction,
"Bone Dance, Emma Bull (Ace)",1991,Science Fiction,
"The Summer Queen, Joan D. Vinge (Warner Questar)",1991,Science Fiction,
"All the Weyrs of Pern, Anne McCaffrey (Ballantine Del Rey)",1991,Science Fiction,
"Stations of the Tide, Michael Swanwick (Morrow)",1991,Science Fiction,
"Heavy Time, C. J. Cherryh (Warner Questar)",1991,Science Fiction,
"The Dark Beyond the Stars, Frank M. Robinson (Tor)",1991,Science Fiction,
"Synners, Pat Cadigan (Bantam Spectra)",1991,Science Fiction,
"Brain Child, George Turner (Morrow)",1991,Science Fiction,
"The Garden of Rama, Arthur C. Clarke & Gentry Lee (Bantam Spectra)",1991,Science Fiction,
"Ecce and Old Earth, Jack Vance (Underwood-Miller; Tor)",1991,Science Fiction,
"A Woman of the Iron People, Eleanor Arnason (Morrow)",1991,Science Fiction,
"Russian Spring, Norman Spinrad (Bantam Spectra)",1991,Science Fiction,
"The Trinity Paradox, Kevin J. Anderson & Doug Beason (Bantam Spectra)",1991,Science Fiction,
"Death Qualified: A Mystery of Chaos, Kate Wilhelm (St. Martin's)",1991,Science Fiction,
"The Illegal Rebirth of Billy the Kid, Rebecca Ore (Tor)",1991,Science Fiction,
"The Ragged World, Judith Moffett (St. Martin's)",1991,Science Fiction,
"Carve the Sky, Alexander Jablokov (Morrow)",1991,Science Fiction,
"The Difference Engine, William Gibson & Bruce Sterling (Gollancz; Bantam Spectra)",1991,Science Fiction,
"Eternal Light, Paul J. McAuley (Gollancz)",1991,Science Fiction,
"Buddy Holly Is Alive and Well on Ganymede, Bradley Denton (Morrow)",1991,Science Fiction,
"Beauty, Sheri S. Tepper (Doubleday Foundation)",1991,Fantasy,TRUE
"The Little Country, Charles de Lint (Morrow)",1991,Fantasy,
"Eight Skilled Gentlemen, Barry Hughart (Doubleday Foundation)",1991,Fantasy,
"King of Morning, Queen of Day, Ian McDonald (Bantam Spectra)",1991,Fantasy,
"The Rainbow Abyss, Barbara Hambly (Grafton; Ballantine Del Rey)",1991,Fantasy,
"The Hereafter Gang, Neal Barrett, Jr. (Mark V. Ziesing)",1991,Fantasy,
"Witches Abroad, Terry Pratchett (Gollancz)",1991,Fantasy,
"Riverrun, S. P. Somtow (Avon)",1991,Fantasy,
"Outside the Dog Museum, Jonathan Carroll (Macdonald)",1991,Fantasy,
"King of the Dead, R. A. MacAvoy (Morrow)",1991,Fantasy,
"Nothing Sacred, Elizabeth Ann Scarborough (Doubleday Foundation)",1991,Fantasy,
"The Sorceress and the Cygnet, Patricia A. McKillip (Ace)",1991,Fantasy,
"The Revenge of the Rose, Michael Moorcock (Grafton; Ace)",1991,Fantasy,
"Cloven Hooves, Megan Lindholm (Bantam Spectra)",1991,Fantasy,
"The Magic Spectacles, James P. Blaylock (Morrigan)",1991,Fantasy,
"The End-of-Everything Man, Tom De Haven (Doubleday Foundation)",1991,Fantasy,
"Flying Dutch, Tom Holt (Orbit; St. Martin's)",1991,Fantasy,
"Elsewhere, Will Shetterly (Harcourt Brace Jovanovich)",1991,Fantasy,
"The White Mists of Power, Kristine Kathryn Rusch (Roc)",1991,Fantasy,
"The Architecture of Desire, Mary Gentle (Bantam UK)",1991,Fantasy,
"Illusion, Paula Volsky (Gollancz; Bantam Spectra)",1991,Fantasy,
"The Cipher, Kathe Koja (Dell Abyss)",1991,First Novel,TRUE
"The White Mists of Power, Kristine Kathryn Rusch (Roc)",1991,First Novel,
"Carve the Sky, Alexander Jablokov (Morrow)",1991,First Novel,
"Raft, Stephen Baxter (Grafton; Roc)",1991,First Novel,
"Halo, Tom Maddox (Legend; Tor)",1991,First Novel,
"Alien Blues, Lynn S. Hightower (Ace)",1991,First Novel,
"The Illusionists, Faren Miller (Warner Questar)",1991,First Novel,
"The Spiral Dance, R. Garcia y Robertson (Morrow)",1991,First Novel,
"Groundties, Jane Fancher (Warner Questar)",1991,First Novel,
"Mojo and the Pickle Jar, Douglas Bell (Tor)",1991,First Novel,
"Prodigal, Melanie Tem (Dell Abyss)",1991,First Novel,
"Moonwise, Greer Ilene Gilman (Penguin/Roc)",1991,First Novel,
"The Initiate Brother, Sean Russell (DAW)",1991,First Novel,
"Sarah Canary, Karen Joy Fowler (Henry Holt)",1991,First Novel,
"Shade, Emily Devenport (Roc)",1991,First Novel,
"Second Star, Dana Stabenow (Ace)",1991,First Novel,
"Wilderness, Dennis Danvers (Poseidon)",1991,First Novel,
"The Fall of Hyperion, Dan Simmons (Doubleday Foundation)",1990,Science Fiction,TRUE
"Earth, David Brin (Bantam Spectra)",1990,Science Fiction,
"Queen of Angels, Greg Bear (Warner Questar)",1990,Science Fiction,
"The Vor Game, Lois McMaster Bujold (Baen)",1990,Science Fiction,
"Voyage to the Red Planet, Terry Bisson (Morrow)",1990,Science Fiction,
"Stranger in a Strange Land [Expanded Edition] (original uncut edition), Robert A. Heinlein (Ace/Putnam)",1990,Science Fiction,
"The Quiet Pools, Michael P. Kube-McDowell (Ace)",1990,Science Fiction,
"The Difference Engine, William Gibson & Bruce Sterling (Gollancz)",1990,Science Fiction,
"Jurassic Park, Michael Crichton (Knopf)",1990,Science Fiction,
"The Ring of Charon, Roger MacBride Allen (Tor)",1990,Science Fiction,
"Pegasus in Flight, Anne McCaffrey (Ballantine Del Rey)",1990,Science Fiction,
"Raising the Stones, Sheri S. Tepper (Doubleday Foundation)",1990,Science Fiction,
"Pacific Edge, Kim Stanley Robinson (Unwin Hyman; Tor)",1990,Science Fiction,
"The Hemingway Hoax, Joe Haldeman (Morrow)",1990,Science Fiction,
"Redshift Rendezvous, John E. Stith (Ace)",1990,Science Fiction,
"Summertide, Charles Sheffield (Ballantine Del Rey)",1990,Science Fiction,
"Polar City Blues, Katharine Kerr (Bantam Spectra)",1990,Science Fiction,
"The World at the End of Time, Frederik Pohl (Ballantine Del Rey)",1990,Science Fiction,
